typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","56","BEL","Belgium","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"198609214","198609214","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","76","BRA","Brazil","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"654616","654616","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","96","BRN","Brunei Darussalam","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"5019","5019","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","100","BGR","Bulgaria","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"254832","254832","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","124","CAN","Canada","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2248061","2248061","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","132","CPV","Cabo Verde","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"299980","299980","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","140","CAF","Central African Rep.","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"37642024","37642024","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","144","LKA","Sri Lanka","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"68508","68508","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","148","TCD","Chad","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"91836312","91836312","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","156","CHN","China","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"150646359","150646359","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","170","COL","Colombia","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"33372","33372","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","174","COM","Comoros","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"74473","74473","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","178","COG","Congo","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"36759538","36759538","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","180","COD","Dem. Rep. of the Congo","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"5928142","5928142","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","191","HRV","Croatia","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"534598","534598","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","196","CYP","Cyprus","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"130043","130043","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","203","CZE","Czechia","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"11572","11572","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","204","BEN","Benin","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1517251","1517251","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","208","DNK","Denmark","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"249313","249313","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","212","DMA","Dominica","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"91287","91287","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","214","DOM","Dominican Rep.","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2056768","2056768","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","226","GNQ","Equatorial Guinea","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"14966589","14966589","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","231","ETH","Ethiopia","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"11302","11302","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","233","EST","Estonia","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"82120","82120","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","246","FIN","Finland","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1330417","1330417","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","251","FRA","France","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"164135004","164135004","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","260","ATF","Fr. South Antarctic Terr.","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"3211","3211","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","262","DJI","Djibouti","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"143","143","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","266","GAB","Gabon","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"41261031","41261031","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","276","DEU","Germany","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"43067482","43067482","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","288","GHA","Ghana","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"3471330","3471330","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","300","GRC","Greece","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2787068","2787068","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","344","HKG","China, Hong Kong SAR","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"123033","123033","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","360","IDN","Indonesia","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"37616234","37616234","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","364","IRN","Iran","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"48605","48605","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","368","IRQ","Iraq","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"316209","316209","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","372","IRL","Ireland","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"4645573","4645573","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","376","ISR","Israel","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"403186","403186","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","380","ITA","Italy","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"166416151","166416151","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","384","CIV","Côte d'Ivoire","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"6715484","6715484","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","388","JAM","Jamaica","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"19378","19378","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","392","JPN","Japan","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1268584","1268584","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","400","JOR","Jordan","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"499427","499427","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","404","KEN","Kenya","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"3506","3506","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","408","PRK","Dem. People's Rep. of Korea","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"23511","23511","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","410","KOR","Rep. of Korea","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"451227","451227","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","414","KWT","Kuwait","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"335398","335398","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","422","LBN","Lebanon","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2529923","2529923","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","428","LVA","Latvia","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"63658","63658","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","434","LBY","Libya","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"280884","280884","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","440","LTU","Lithuania","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"77427","77427","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","450","MDG","Madagascar","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"138593","138593","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"103702280","103702280","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","466","MLI","Mali","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"605593","605593","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","470","MLT","Malta","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"12200733","12200733","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","478","MRT","Mauritania","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"91954","91954","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","480","MUS","Mauritius","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"529872","529872","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","484","MEX","Mexico","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"151157","151157","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","490","S19","Other Asia, nes","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1540803","1540803","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","504","MAR","Morocco","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1357648","1357648","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","508","MOZ","Mozambique","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"443036","443036","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","512","OMN","Oman","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1623341","1623341","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","516","NAM","Namibia","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"4587","4587","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","528","NLD","Netherlands","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"454878201","454878201","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","554","NZL","New Zealand","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"669679","669679","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","566","NGA","Nigeria","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"40808387","40808387","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","579","NOR","Norway","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"32291","32291","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","586","PAK","Pakistan","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1718385","1718385","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","604","PER","Peru","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"101","101","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","608","PHL","Philippines","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"22810","22810","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","616","POL","Poland","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2453932","2453932","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","620","PRT","Portugal","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"12520493","12520493","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","634","QAT","Qatar","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"166598","166598","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","642","ROU","Romania","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"617955","617955","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","643","RUS","Russian Federation","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2325777","2325777","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","646","RWA","Rwanda","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"78268","78268","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","678","STP","Sao Tome and Principe","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"98024","98024","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","682","SAU","Saudi Arabia","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"5408387","5408387","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","686","SEN","Senegal","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"23231513","23231513","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","690","SYC","Seychelles","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"27954","27954","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","699","IND","India","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"24037926","24037926","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","702","SGP","Singapore","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1084878","1084878","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","704","VNM","Viet Nam","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"83036289","83036289","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","705","SVN","Slovenia","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1060896","1060896","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","710","ZAF","South Africa","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1181450","1181450","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","724","ESP","Spain","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"67451963","67451963","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","748","SWZ","Eswatini","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2","2","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","752","SWE","Sweden","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"30619","30619","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","757","CHE","Switzerland","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"92058","92058","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","764","THA","Thailand","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1597019","1597019","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","768","TGO","Togo","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"41309431","41309431","0","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","780","TTO","Trinidad and Tobago","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"10805","10805","0","true","false",
