partner,total_trade_2015,total_trade_2023,abs_change,pct_change,avg_annual_growth_pct,share_2015_pct,share_2023_pct,change_in_share_pp,status
Lebanon,7936193.0,7939057.722,2864.722000000067,0.036096929598361166,0.004511403788765023,0.07865826797748855,0.05985242857565756,-0.01880583940183099,stable
"Other Asia, nes",16622051.0,19293335.965,2671284.965,16.070730170422408,1.8803291896326124,0.164746716957801,0.14545214977230617,-0.019294567185494826,stable
Belize,2217129.0,1130.45,-2215998.55,-99.94901289009344,-61.235646132468936,0.02197470840523425,8.522444382266969e-06,-0.021966185960851984,declining
Colombia,3576293.0,1716436.108,-1859856.892,-52.00515986805332,-8.767554011812928,0.035445838219914316,0.012940184232955709,-0.022505653986958606,declining
New Zealand,28757144.0,34647975.455,5890831.454999998,20.484758343874475,2.356756131746396,0.28502168974711517,0.2612105301193229,-0.02381115962779229,growing
Burkina Faso,3783513.0,453515.642,-3329997.358,-88.01337164693236,-23.29262341100303,0.037499665072448674,0.0034190471364793644,-0.03408061793596931,declining
Romania,8641136.0,5708768.915,-2932367.085,-33.93497203376963,-5.049675590543212,0.08564519425345674,0.0430383171031908,-0.04260687715026593,declining
Bahrain,5064411.0,619499.297,-4444911.703,-87.7675943559873,-23.097761019808193,0.05019507433679357,0.004670395243961243,-0.04552467909283233,declining
Guatemala,5304556.0,460266.528,-4844289.472,-91.32318467370314,-26.32925795688641,0.05257523189640106,0.003469941957538257,-0.0491052899388628,declining
Angola,15501348.0,13830394.999,-1670953.0010000002,-10.779404481468323,-1.415613140491634,0.153639054014476,0.10426712562586644,-0.04937192838860956,stable
Austria,10690309.0,6937074.826,-3753234.1739999996,-35.108752927534645,-5.262206603271746,0.10595523446621795,0.052298495625820965,-0.053656738840396984,declining
Croatia,9714577.0,4393415.6680000005,-5321161.3319999995,-54.77501832555344,-9.442943012370907,0.09628442767885645,0.033121890113415264,-0.06316253756544118,declining
Pakistan,20308558.0,17999461.316,-2309096.6840000004,-11.370067160849137,-1.4974320779819972,0.20128492306076337,0.13569764958766492,-0.06558727347309845,stable
Luxembourg,10497531.0,3821009.4519999996,-6676521.548,-63.60087479617826,-11.867443460163418,0.10404454711471778,0.028806528850268815,-0.07523801826444897,declining
"China, Hong Kong SAR",15437078.0,10178494.924999999,-5258583.075000001,-34.06462722414178,-5.072988578401228,0.1530020525097352,0.07673550965854226,-0.07626654285119294,declining
Sweden,31205240.0,30671113.518,-534126.4820000008,-1.711656382069168,-0.21557661838124131,0.30928558947871415,0.23122903188938174,-0.07805655758933241,stable
Costa Rica,8824174.0,797620.802,-8026553.198,-90.96095790948819,-25.95166442575907,0.08745934520140666,0.006013250407522822,-0.08144609479388384,declining
Canada,63735462.0,71762569.84300001,8027107.84300001,12.594413833542164,1.4938216016703976,0.6317035195168563,0.5410168607329084,-0.09068665878394788,stable
Denmark,18087175.0,11568724.112,-6518450.888,-36.03907679336326,-5.433059104618609,0.17926805183615516,0.08721642515662861,-0.09205162667952654,declining
Malta,12045638.0,2595294.425,-9450343.575,-78.45448763278458,-17.45902334622629,0.119388354310917,0.01956588296047594,-0.09982247135044106,declining
Namibia,10535583.0,0.0,-10535583.0,-100.0,-100.0,0.10442169323667819,0.0,-0.10442169323667819,declining
Saint Barthélemy,12148694.0,4687.291,-12144006.709,-99.96141732601053,-62.56317231878891,0.12040977685755717,3.533741151842233e-05,-0.12037443944603875,declining
Benin,16015189.0,826106.083,-15189082.917,-94.84173378784352,-30.96601100493657,0.15873190433651588,0.00622800048318804,-0.15250390385332785,declining
