country,total_imports,avg_annual_imports,import_share_pct,import_2015,import_2023,import_growth_pct
China,10300479264.184,1144497696.0204444,17.878175818356365,1172904261.0,1572718973.507,34.08758291713632
Nigeria,2208912706.765,245434745.19611108,3.8339312886403456,731736125.0,65500883.673,-91.04856499014588
France,5146987452.6710005,571887494.7412223,8.93344321692744,619771328.0,632408639.182,2.039028043259213
Netherlands,1650346571.3099997,183371841.25666663,2.8644478966813556,102176978.0,159767631.09,56.363629280560644
Vietnam,212621187.351,23624576.372333333,0.36903903912377833,38151903.0,20728949.687,-45.66732441367341
India,3583750375.981,398194486.22011113,6.22018817451255,217884157.0,959886844.082,340.54916947541074
United States,2086719736.811,231857748.53455555,3.621845292972085,225461481.0,400945572.693,77.83329148494327
